,name,Suburb,State,post,cost_text,Latitude,longitude,Beds,Baths,Parking,School,Cloest_shops,pyte,SA2_code,SA2_name,LGA_code,LGA_name,Crime_rate,Pop_density,School_with_rank,Total_employee_income_median,Total_employee_income_mean,Total_income_median,Total_income_mean,Nearest_Bus_Stop,Nearest_Tram_Stop,Nearest_Regional_Train_Station,is_nearby_hospital,is_cbd,median_2019_2020,mean_2019_2020,Nearest_Metro_Train_Station,Unnamed: 32,Unnamed: 33,driving distance/time,walking distance/time,school_rank_value,bus_value,tram_value,train_value,country_train,walk_time,drive_time
336,3/191 Gooch Street,Thornbury,VIC,3071,550.0,-37.759089,145.014722,2,1,1,"{'Penders Grove Primary School': 0.5, 'Thornbury High School': 1.0, 'Croxton Special School': 2.5}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Penders Grove Primary School', 0.5, None], ['Thornbury High School', 1.0, 133], ['Croxton Special School', 2.5, None]]",59176.0,69134.0,59278.0,71753.0,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.4890567020374952]","['40-Mansfield St/High St (Thornbury)', -37.756698, 145.001047, 1.2312345864447953]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 7.541340820051482]",True,False,61162,74300,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.4890567020374952]",,,2000.1/216.1,1824.8/1313.9,0.2046153846153846,0.4963522340124984,0.246246917288959,0.1489056702037495,0.2513780273350494,1313.9,216.1
337,24/158 Clarendon Street,Thornbury,VIC,3071,550.0,-37.761389,145.0118013,2,2,1,"{'Wales Street Primary School': 0.3, 'Thornbury High School': 1.3, 'Croxton Special School': 2.2}","['Northcote Shopping Plaza', -37.768556, 145.001845, 64]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Wales Street Primary School', 0.3, 201], ['Thornbury High School', 1.3, 133], ['Croxton Special School', 2.2, None]]",59176.0,69134.0,59278.0,71753.0,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 1.3308102611540815]","['38-Clarendon St/High St (Thornbury)', -37.759447, 145.000553, 1.0121229996439938]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 7.22490518856391]",True,False,61162,74300,"['Croxton Railway Station (Northcote)', -37.764101, 144.997056, 1.3308102611540815]",,,1899.4/238.5,1687.2/1214.7,0.2046153846153846,0.4436034203846938,0.2024245999287987,0.1330810261154081,0.2408301729521303,1214.7,238.5
338,2C Hill Street,Thornbury,VIC,3071,530.0,-37.7546888,144.9845667,2,1,1,"{'Bell Primary School': 0.9, 'Croxton Special School': 1.1, 'Coburg High School': 1.9}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Bell Primary School', 0.9, 307], ['Croxton Special School', 1.1, None], ['Coburg High School', 1.9, None]]",59176.0,69134.0,59278.0,71753.0,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.2319364528884775]","['37-Miller St/Gilbert Rd (Preston)', -37.750602, 144.988125, 0.5517017920857421]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.012387636722035]",True,False,61162,74300,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.2319364528884775]",,,2714.2/241.8,1944.8/1400.2,0.4723076923076923,0.4106454842961591,0.1103403584171484,0.1231936452888477,0.2004129212240678,1400.2,241.8
339,228 Flinders Street,Thornbury,VIC,3071,430.0,-37.7575644,145.014833,1,1,1,"{'Penders Grove Primary School': 0.3, 'Thornbury High School': 0.9, 'Croxton Special School': 2.5}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,206021112,Thornbury,21890,Darebin,8242.807251,3832.145996,"[['Penders Grove Primary School', 0.3, None], ['Thornbury High School', 0.9, 133], ['Croxton Special School', 2.5, None]]",59176.0,69134.0,59278.0,71753.0,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.4565974456211395]","['40-Mansfield St/High St (Thornbury)', -37.756698, 145.001047, 1.215780533643819]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 7.706676667000686]",True,False,61162,74300,"['Thornbury Railway Station (Thornbury)', -37.755052, 144.998572, 1.4565974456211395]",,,1755.6/193.0,1604.1/1155.0,0.2046153846153846,0.4855324818737132,0.2431561067287638,0.1456597445621139,0.2568892222333562,1155.0,193.0
340,109A Bruce Street,Preston,VIC,3072,920.0,-37.7416328,144.9918162,4,2,1,"{'Preston West Primary School': 0.6, 'Preston High School': 1.3, 'Coburg High School': 1.7}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Preston West Primary School', 0.6, 28], ['Preston High School', 1.3, None], ['Coburg High School', 1.7, None]]",55989.0,64895.0,54494.0,65748.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 0.8332266531208407]","['41-Bruce St/Gilbert Rd (Preston)', -37.74096, 144.989714, 0.1994136913808086]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.838064427611945]",True,False,56530,69083,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 0.8332266531208407]",,,1560.7/220.3,1134.5/816.8,0.043076923076923,0.2777422177069469,0.0398827382761617,0.083322665312084,0.2279354809203981,816.8,220.3
341,1D Bischoff Street,Preston,VIC,3072,780.0,-37.7430034,144.9867193,3,2,1,"{'Bell Primary School': 0.6, 'Coburg High School': 1.3, 'Croxton Special School': 2.3}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Bell Primary School', 0.6, 307], ['Coburg High School', 1.3, None], ['Croxton Special School', 2.3, None]]",55989.0,64895.0,54494.0,65748.0,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2151420197239318]","['40-Bell St/Gilbert Rd (Preston)', -37.743538, 144.989247, 0.23006952285119636]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.366813500091539]",True,False,56530,69083,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2151420197239318]",,,1820.1/212.7,1771.9/1275.7,0.4723076923076923,0.4050473399079772,0.0460139045702392,0.1215142019723931,0.2122271166697179,1275.7,212.7
342,1B Bischoff Street,Preston,VIC,3072,750.0,-37.743131,144.9866992,3,2,2,"{'Bell Primary School': 0.6, 'Coburg High School': 1.3, 'Croxton Special School': 2.3}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Bell Primary School', 0.6, 307], ['Coburg High School', 1.3, None], ['Croxton Special School', 2.3, None]]",55989.0,64895.0,54494.0,65748.0,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.213620440833509]","['40-Bell St/Gilbert Rd (Preston)', -37.743538, 144.989247, 0.2285499794451578]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.361877925165305]",True,False,56530,69083,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.213620440833509]",,,1785.9/205.5,1780.7/1282.1,0.4723076923076923,0.4045401469445029,0.0457099958890315,0.1213620440833509,0.2120625975055101,1282.1,205.5
343,1C Bischoff Street,Preston,VIC,3072,750.0,-37.7430687,144.9866346,3,2,2,"{'Bell Primary School': 0.6, 'Coburg High School': 1.2, 'Croxton Special School': 2.3}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Bell Primary School', 0.6, 307], ['Coburg High School', 1.2, None], ['Croxton Special School', 2.3, None]]",55989.0,64895.0,54494.0,65748.0,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2207136650124113]","['40-Bell St/Gilbert Rd (Preston)', -37.743538, 144.989247, 0.23555766700974204]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.357911273575401]",True,False,56530,69083,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2207136650124113]",,,1826.7/213.9,1778.4/1280.4,0.4723076923076923,0.4069045550041371,0.0471115334019484,0.1220713665012411,0.2119303757858467,1280.4,213.9
344,1/107 Gower Street,Preston,VIC,3072,680.0,-37.7423954,145.0199012,3,2,1,"{'Northern College of the Arts and Technology': 0.5, 'Preston High School': 1.2, 'Preston South Primary School': 1.3}","['Northland Homemaker Centre', -37.741697, 145.027778, 23]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Northern College of the Arts and Technology', 0.5, None], ['Preston High School', 1.2, None], ['Preston South Primary School', 1.3, 263]]",52747.0,60203.0,52263.0,61329.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.753572923793116]","['49-Murray Rd/Plenty Rd (Preston)', -37.73871, 145.011676, 0.8312854466306302]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 9.242613088081262]",True,False,54282,64050,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.753572923793116]",,,1022.8/144.0,1034.3/744.7,0.4046153846153846,0.5845243079310386,0.166257089326126,0.1753572923793115,0.3080871029360421,744.7,144.0
345,1A Bischoff Street Street,Preston,VIC,3072,650.0,-37.7433054,144.9867034,2,2,11,"{'Bell Primary School': 0.6, 'Coburg High School': 1.3, 'Croxton Special School': 2.3}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Bell Primary School', 0.6, 307], ['Coburg High School', 1.3, None], ['Croxton Special School', 2.3, None]]",55989.0,64895.0,54494.0,65748.0,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2090862349687146]","['40-Bell St/Gilbert Rd (Preston)', -37.744075, 144.989028, 0.22158892614434986]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.357892946658991]",True,False,56530,69083,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2090862349687146]",,,1766.6/200.9,1789.0/1288.0,0.4723076923076923,0.4030287449895715,0.0443177852288699,0.1209086234968714,0.211929764888633,1288.0,200.9
346,371 Gilbert Road,Preston,VIC,3072,650.0,-37.737823,144.989876,2,2,1,"{'Preston West Primary School': 0.5, 'Preston High School': 1.5, 'Coburg High School': 1.5}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Preston West Primary School', 0.5, 28], ['Preston High School', 1.5, None], ['Coburg High School', 1.5, None]]",55989.0,64895.0,54494.0,65748.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 0.9409223882481188]","['42-Cramer St/Gilbert Rd (Preston)', -37.73891, 144.99003, 0.1216251240028699]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.786474637161798]",True,False,56530,69083,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 0.9409223882481188]",,,1242.9/162.8,1265.3/911.0,0.043076923076923,0.3136407960827063,0.0243250248005739,0.0940922388248118,0.2262158212387266,911.0,162.8
347,682 Bell Street,Preston,VIC,3072,630.0,-37.743311,144.986709,2,2,1,"{'Bell Primary School': 0.6, 'Coburg High School': 1.3, 'Croxton Special School': 2.3}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021429,Preston - West,21890,Darebin,8242.807251,3574.651855,"[['Bell Primary School', 0.6, 307], ['Coburg High School', 1.3, None], ['Croxton Special School', 2.3, None]]",55989.0,64895.0,54494.0,65748.0,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2084753972891988]","['40-Bell St/Gilbert Rd (Preston)', -37.744075, 144.989028, 0.22089457841993387]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 6.358234424395538]",True,False,56530,69083,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.2084753972891988]",,,1766.0/200.7,1788.4/1287.6,0.4723076923076923,0.4028251324297329,0.0441789156839867,0.1208475397289198,0.2119411474798512,1287.6,200.7
348,128F Raglan Street,Preston,VIC,3072,630.0,-37.7503053,145.0157517,2,1,1,"{'Penders Grove Primary School': 0.5, 'Thornbury High School': 1.1, 'Croxton Special School': 2.9}","['Preston South Shopping Centre', -37.751407373871, 145.00238980791, 9]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Penders Grove Primary School', 0.5, None], ['Thornbury High School', 1.1, 133], ['Croxton Special School', 2.9, None]]",52747.0,60203.0,52263.0,61329.0,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.4692433699576157]","['45-Bell St/Plenty Rd (Preston)', -37.745337, 145.006528, 0.9812673671820837]","['Richmond Railway Station (Richmond)', -37.824074, 144.990164, 8.505314641426153]",True,False,54282,64050,"['Bell Railway Station (Preston)', -37.745562, 145.000155, 1.4692433699576157]",,,1367.6/134.3,1368.1/985.0,0.2046153846153846,0.4897477899858719,0.1962534734364167,0.1469243369957615,0.2835104880475384,985.0,134.3
349,54 Wilcox Street,Preston,VIC,3072,620.0,-37.735991,145.0081689,3,2,1,"{'Preston High School': 0.6, 'Preston Primary School': 0.6, 'Reservoir High School': 2.4}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Preston High School', 0.6, None], ['Preston Primary School', 0.6, 196], ['Reservoir High School', 2.4, 362]]",52747.0,60203.0,52263.0,61329.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 0.7356453300759415]","['50-Sylvester Gr/Plenty Rd (Preston)', -37.736839, 145.012418, 0.3853663959098106]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 8.387424210017384]",True,False,54282,64050,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 0.7356453300759415]",,,1261.4/206.3,938.6/675.8,0.3015384615384615,0.2452151100253138,0.0770732791819621,0.0735645330075941,0.2795808070005794,675.8,206.3
350,67A Wood Street,Preston,VIC,3072,590.0,-37.7361388,145.0270106,2,1,2,"{'Preston North East Primary School': 0.3, 'Northern College of the Arts and Technology': 0.5, 'Reservoir High School': 1.6}","['Northland Shopping Centre', -37.739018, 145.029845, 253]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Preston North East Primary School', 0.3, None], ['Northern College of the Arts and Technology', 0.5, None], ['Reservoir High School', 1.6, 362]]",52747.0,60203.0,52263.0,61329.0,"['Regent Railway Station (Reservoir)', -37.728403, 145.002773, 2.2985190272041436]","['54-Wilkinson St/Plenty Rd (Reservoir)', -37.727706, 145.019675, 1.1381639585622096]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 9.990686618824943]",True,False,54282,64050,"['Regent Railway Station (Reservoir)', -37.728403, 145.002773, 2.2985190272041436]",,,670.8/112.7,658.0/473.7,0.556923076923077,0.7661730090680479,0.2276327917124419,0.2298519027204143,0.3330228872941648,473.7,112.7
351,3/16 Josephine Grove,Preston,VIC,3072,580.0,-37.7350967,145.0151314,2,2,1,"{'Preston Primary School': 0.7, 'Preston High School': 1.0, 'Northern College of the Arts and Technology': 1.1}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Preston Primary School', 0.7, 196], ['Preston High School', 1.0, None], ['Northern College of the Arts and Technology', 1.1, None]]",52747.0,60203.0,52263.0,61329.0,"['Regent Railway Station (Reservoir)', -37.728403, 145.002773, 1.31726343600282]","['51-Wood St/Plenty Rd (Preston)', -37.734321, 145.013825, 0.1436589956324375]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 9.00433830801712]",True,False,54282,64050,"['Regent Railway Station (Reservoir)', -37.728403, 145.002773, 1.31726343600282]",,,1822.5/222.9,1598.1/1150.6,0.3015384615384615,0.43908781200094,0.0287317991264875,0.131726343600282,0.3001446102672373,1150.6,222.9
352,6/30-32 Lyonsville Avenue,Preston,VIC,3072,550.0,-37.7378107,145.0215858,2,2,1,"{'Northern College of the Arts and Technology': 0.4, 'Preston North East Primary School': 0.8, 'Preston High School': 1.4}","['Northland Homemaker Centre', -37.741697, 145.027778, 23]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Northern College of the Arts and Technology', 0.4, None], ['Preston North East Primary School', 0.8, None], ['Preston High School', 1.4, None]]",52747.0,60203.0,52263.0,61329.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.8547234565802502]","['51-Wood St/Plenty Rd (Preston)', -37.734321, 145.013825, 0.7850660321079462]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 9.484604007525567]",True,False,54282,64050,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.8547234565802502]",,,1007.3/176.2,991.4/713.8,1.0,0.6182411521934167,0.1570132064215892,0.185472345658025,0.3161534669175189,713.8,176.2
353,2/12 Kallista Ct,Preston,VIC,3072,500.0,-37.7403933,145.021992,2,1,1,"{'Northern College of the Arts and Technology': 0.3, 'Preston North East Primary School': 1.0, 'Preston High School': 1.4}","['Northland Homemaker Centre', -37.741697, 145.027778, 23]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Northern College of the Arts and Technology', 0.3, None], ['Preston North East Primary School', 1.0, None], ['Preston High School', 1.4, None]]",52747.0,60203.0,52263.0,61329.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.897578664723653]","['50-Sylvester Gr/Plenty Rd (Preston)', -37.736868, 145.012565, 0.9169665377071756]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 9.462447136318623]",True,False,54282,64050,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.897578664723653]",,,767.7/128.5,730.8/526.2,1.0,0.632526221574551,0.1833933075414351,0.1897578664723653,0.3154149045439541,526.2,128.5
354,2/492 Plenty Road,Preston,VIC,3072,450.0,-37.7377472,145.0123217,2,2,1,"{'Preston High School': 0.6, 'Preston Primary School': 0.8, 'Reservoir High School': 2.3}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021428,Preston - East,21890,Darebin,8242.807251,2720.735352,"[['Preston High School', 0.6, None], ['Preston Primary School', 0.8, 196], ['Reservoir High School', 2.3, 362]]",52747.0,60203.0,52263.0,61329.0,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.0427079929695489]","['50-Sylvester Gr/Plenty Rd (Preston)', -37.736868, 145.012565, 0.10007626102465245]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 8.692213877558126]",True,False,54282,64050,"['Preston Railway Station (Preston)', -37.738674, 145.000522, 1.0427079929695489]",,,1380.6/164.0,1158.2/833.9,0.3015384615384615,0.3475693309898496,0.0200152522049304,0.1042707992969548,0.2897404625852708,833.9,164.0
355,4/9 Storey Road,Reservoir,VIC,3073,775.0,-37.7244688,145.0145757,3,2,2,"{'Preston Primary School': 0.8, 'Reservoir High School': 1.4, 'Croxton Special School': 5.0}","['Preston Market', -37.739352, 145.00178, 107]",town_house,209021525,Reservoir - South East,21890,Darebin,8242.807251,3111.55249,"[['Preston Primary School', 0.8, 196], ['Reservoir High School', 1.4, 362], ['Croxton Special School', 5.0, None]]",,,,,"['Reservoir Railway Station (Reservoir)', -37.716885, 145.006996, 1.074978403711949]","['53-Ethel Gr/Plenty Rd (Reservoir)', -37.729133, 145.017208, 0.5679592724367962]","['Essendon Railway Station (Essendon)', -37.756012, 144.916198, 9.334590398763446]",True,False,49563,53779,"['Reservoir Railway Station (Reservoir)', -37.716885, 145.006996, 1.074978403711949]",,,3526.3/469.4,2829.3/2037.0,0.3015384615384615,0.3583261345706496,0.1135918544873592,0.1074978403711948,0.3111530132921148,2037.0,469.4
